Latitud,Longitud,ID,PK
40.52135658478122,-3.881304276415439,13,4
40.519105581236595,-3.8801884774552593,14,6
40.52425994149647,-3.8829779748557103,13,10
40.52303663236828,-3.8822913293417534,15,14
40.519040333545554,-3.8801026467955864,13,18
